show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
tm117793,Movie,Intermezzo,,,SE,,1936,,93 min,"romance, european, drama","The world famous violinist Holger Brandt comes back to his family after a tour. He and his wife have been married for many years, but their love has faded. Their young daughter gets a new piano teacher, Anita Hoffman. Mr. Brandt falls in love with her and together they go on a world tour, but he soon discovers that the feelings for his wife that he thought were dead are not."
tm6444,Movie,Winter Meeting,,,US,,1948,,104 min,"drama, romance",A repressed poetess and an embittered war hero help each other cope with their problems.
tm4193,Movie,The White Stadium,,,CH,,1928,,124 min,"documentation, sport","A profile of the 1928 Olympic Games in St. Moritz, Switzerland."
tm84135,Movie,Major Barbara,,,GB,,1941,,121 min,comedy,"Idealistic young Barbara is the daughter of rich weapons manufacturer Andrew Undershaft. She rebels against her estranged father by joining the Salvation Army. Wooed by professor-turned-preacher Adolphus Cusins, Barbara eventually grows disillusioned with her causes and begins to see things from her father's perspective."
tm132060,Movie,Going Hollywood,,,US,,1933,,78 min,romance,"The film tells the story of Sylvia, a French teacher at an all-girl school, who wants to find love. When she hears Bill Williams on the radio, she decides to go visit and thank him. However, difficult problems lay ahead when Lili gets in the way."
tm79163,Movie,"The 47 Ronin, Part 2",,,,,1942,,111 min,"action, drama, history",The second part of Kenji Mizoguchi's two-part epic 'The 47 Ronin'.
tm1665,Movie,An Eastern Westerner,,,US,,1920,,27 min,"western, comedy","A young man in New York has exasperated his father because of his constant carousing and irresponsibility, so his father sends him to his uncle's ranch in the west. The young man arrives in the town of Piute Pass, which is being terrorized by Tiger Lip Tompkins and his gang, the Masked Angels. The Easterner befriends a young woman whose father is being held captive by Tompkins, and he decides to help her."
tm8534,Movie,Little Old New York,,,US,,1923,,110 min,"romance, comedy",An Irish girl comes to America disguised as a boy to claim a fortune left to her brother who has died.
tm137977,Movie,I Cover the Waterfront,,,US,,1933,,75 min,"romance, drama, crime",An investigative reporter romances a suspected smuggler's daughter.
tm1530,Movie,A Day's Pleasure,,,US,,1919,,18 min,comedy,"A father takes his family for an outing, which turns out to be a ridiculous trial."
tm88017,Movie,Pay Day,,,US,,1922,,22 min,comedy,A bricklayer and his wife clash over his end-of-the-week partying.
tm6865,Movie,Why Worry?,,,US,,1923,,60 min,"comedy, family, romance",A hypochondriac vacations in the tropics for the fresh air - and finds himself in the middle of a revolution instead.
tm106357,Movie,Sunnyside,,,US,,1919,,30 min,comedy,An overworked farmhand who works also at the adjacent hotel dreams of marrying the village belle.
tm85287,Movie,Nice and Friendly,,,US,,1922,,11 min,comedy,"This short was made as a wedding present for Lord and Lady Mountbatten. In it, Lady Mountbatten has a valuable pearl necklace, which a very large number of crooks wants to steal."
tm177,Movie,A Night in the Show,,,US,,1915,,24 min,comedy,"Mr. Pest tries several theatre seats before winding up in front in a fight with the conductor. He is thrown out. In the lobby he pushes a fat lady into a fountain and returns to sit down by Edna. Mr. Rowdy, in the gallery, pours beer down on Mr. Pest and Edna. He attacks patrons, a harem dancer, the singers Dot and Dash, and a fire-eater."
tm123460,Movie,Never Weaken,,,US,,1921,,29 min,comedy,"Our hero is infatuated with a girl in the next office. In order to drum up business for her boss, an osteopath, he gets an actor friend to pretend injuries that the doctor ""cures"", thereby building a reputation. When he hears that his girl is marrying another, he decides to commit suicide and spends the bulk of the film in thrilling, failed attempts."
tm49428,Movie,Comradeship,,,"FR, DE",,1931,,93 min,"drama, european","The picture tells of a mine disaster where German miners rescue French miners from an undergound fire and explosion. The story takes place in the Lorraine/Saar region, along the border between France and Germany."
tm13007,Movie,Whimsical Illusions,,,FR,,1909,,5 min,fantasy,"In this hand-colored short, a magician and his assistant do a series of magic tricks, including making potted plants appear, among others. Melies played the magician, and the actor Manuel played his assistant."
tm34570,Movie,The Infernal Cauldron,,,FR,,1903,,2 min,"fantasy, horror",A green-skinned demon places a woman and two courtiers into a flaming cauldron.
tm1889,Movie,An Impossible Balancing Feat,,,FR,,1902,,1 min,,A magician along with three doppelgangers perform an elaborate balancing act.
tm24597,Movie,The Rink,,,US,,1916,G,24 min,comedy,"After amusements working in a restaurant, Charlie uses his lunch break to go roller skating."
tm148296,Movie,Master of the House,,,DK,,1925,,107 min,"comedy, drama, european",A bully browbeats his wife and children until he meets his match in the woman who raised him.
tm364751,Movie,The Olympic Games Held at Chamonix in 1924,,,FR,,1924,,37 min,documentation,A documentary covering the Olympic Games at Chamonix in 1924.
tm54582,Movie,The Prince of Magicians,,,FR,,1901,,2 min,fantasy,"A magician does tricks with the aid of his assistant, the Human Pump."
tm101429,Movie,The Return of Bulldog Drummond,,,GB,,1934,,73 min,crime,"The retired British captain forms a gang to rescue his wife and thwart his nemesis, Carl Peterson."
tm352012,Movie,XIVth Olympiad: The Glory of Sport,,,GB,,1948,,138 min,"documentation, sport","A documentary covering the 1948 Olympic Games in St. Moritz, Switzerland, and London, England."
tm4261,Movie,Kongo,,,US,,1932,,87 min,"drama, horror","The ruthless Flint, a disabled man, rules an isolated region of Kongo like an omnipotent god, through superstition and sadism, living only for the day when he can get revenge on the man who ruined his life."
tm89942,Movie,Dr. Jack,,,US,,1922,,60 min,"comedy, romance","Country doctor Jack Jackson is called in to treat the Sick-Little-Well-Girl, who has been making Dr. Saulsbourg and his sanitarium very rich after years of unsuccessful treatment."
tm163133,Movie,Hell's Kitchen,,,US,,1939,,81 min,"drama, crime, romance, action","A paroled convict's efforts to improve conditions at a boys' reform school alarm the school's corrupt warden, who has been embezzling funds from the institution. He hatches a plan to derail the reformed convict's efforts and have him sent back to prison, and part of that scheme involves cracking down hard on the reform school's inmates."
tm29593,Movie,The Hilarious Posters,,,FR,,1906,,3 min,fantasy,A wall full of advertising posters comes to life.
tm100859,Movie,Just Neighbors,,,US,,1919,,10 min,comedy,"Suburban neighbors join together to build a garden shed, but through carelessness, wind up ruining the garden, as well as the laundry, which is drying in the yard."
tm7399,Movie,Return of the Scarlet Pimpernel,,,GB,,1937,,88 min,"romance, drama, history","Sir Percy is forced to return to France one last time, to rescue his wife from the clutches of the sinister Robespierre. It clearly is a trap, but nothing will keep the good old Pimpernel from carrying out his mission. He is up against the usual clods and dolts, after all."
tm364103,Movie,The Olympic Games in Paris 1924,,,FR,,1925,,174 min,"documentation, sport",A documentary on the 1924 Olympic Game in Paris.
tm100049,Movie,Bumping Into Broadway,,,US,,1919,,25 min,comedy,"A young playwright spends his last cent to pay the past-due rent for the pretty dancer who's his boarding house next-door neighbor. Soon after, he winds up at a gambling club, where he wins big - just before a police raid."
tm102106,Movie,The Marathon,,,US,,1919,,14 min,comedy,"Boy trying to impress girl, gets chased by her father and the police right into an ongoing marathon."
tm100035,Movie,Captain Kidd's Kids,,,US,,1919,,20 min,fantasy,"After a wild bachelor party, our hero finds himself aboard a sailing vessel where he encounters numerous adventures. In a dream sequence, he fantasizes that the ship is seized by a band of female pirates."
tm102776,Movie,His Royal Slyness,,,US,,1920,,27 min,comedy,A young adventurer trades places with a European prince and falls in love above his station.
tm98205,Movie,Young Mr. Jazz,,,US,,1919,,10 min,comedy,"While running away from his girl's father, Harold's car breaks down in front of a dance hall run by crooks. Harold has to not only stay one step ahead of the girl's father, but also those trying to rob them of everything they have."
tm364116,Movie,"The Olympic Games, Amsterdam 1928",,,,,1928,,192 min,"documentation, sport",A documentary on the 1928 Olympic Games in Amsterdam.
tm364753,Movie,The Olympic Games as They Were Practiced in Ancient Greece,,,,,1924,,8 min,documentation,"A documentary on the Olympic games of ancient Greece, made during the 1924 games."
tm364104,Movie,The IX Olympiad in Amsterdam,,,IT,,1928,,251 min,"documentation, sport",A documentary on the 1928 Olympic Games in Amsterdam.
tm103554,Movie,High and Dizzy,,,US,,1920,,26 min,comedy,"A tipsy doctor encounters his patient sleepwalking on a building ledge, high above the street."
tm97341,Movie,The Shining,,,"US, GB",,1980,R,144 min,"thriller, horror, drama","Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within."
tm362,Movie,2001: A Space Odyssey,,,"US, GB",,1968,G,160 min,scifi,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer."
tm76285,Movie,Stalker,,,SU,,1979,,163 min,"scifi, european, drama","Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted."
tm42704,Movie,Ben-Hur,,,US,,1959,G,212 min,"drama, history","In 25 AD,Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.  Three years later and freed by a grateful Roman galley commander whom he has rescued from drowning, he becomes an expert charioteer for Rome, all the while plotting to return to Judea, find and rescue his family, and avenge himself on his former friend.  All the while, the form and work of Jesus move in the background of his life..."
tm15070,Movie,Willy Wonka & the Chocolate Factory,,,US,,1971,G,100 min,"comedy, family, fantasy","When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner."
ts22230,TV Show,"Scooby-Doo, Where Are You!",,,US,,1969,TV-G,3 Seasons,"animation, comedy, crime, family","Fred, Daphne, Velma, Shaggy, and the talking dog, Scooby-Doo, travel on the Mystery Machine van, in search of weird mysteries to solve."
tm109939,Movie,Chinatown,,,US,,1974,R,130 min,"drama, thriller","Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together."
tm60665,Movie,Singin' in the Rain,,,US,,1952,G,103 min,"comedy, romance","In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound."
tm190036,Movie,Soylent Green,,,US,,1973,PG,97 min,"thriller, scifi, crime","In an overpopulated futuristic Earth, a New York police detective finds himself marked for murder by government agents when he gets too close to a bizarre state secret involving the origins of a revolutionary and needed new foodstuff."
tm127410,Movie,One Flew Over the Cuckoo's Nest,,,US,,1975,R,133 min,drama,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy, inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched."
tm99370,Movie,Caddyshack,,,US,,1980,R,98 min,"comedy, sport","At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors."
tm11500,Movie,A Clockwork Orange,,,"GB, US",,1971,R,137 min,"drama, crime, scifi","In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?"
tm84964,Movie,All the President's Men,,,US,,1976,PG,138 min,"thriller, drama, history","During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Richard Nixon to resign from his post."
tm18043,Movie,Seven Samurai,,,JP,,1954,,207 min,"drama, action","A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food."
tm1183,Movie,10,,,US,,1979,R,118 min,"comedy, romance",A Hollywood songwriter goes through a mid-life crisis and becomes infatuated with a sexy blonde newlywed.
tm93829,Movie,American Gigolo,,,US,,1980,R,117 min,"thriller, crime, drama, romance","Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him."
tm85518,Movie,Network,,,US,,1976,R,122 min,drama,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings."
tm49355,Movie,West Side Story,,,US,,1961,,152 min,"romance, drama, crime","In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy."
tm125288,Movie,Dog Day Afternoon,,,US,,1975,R,124 min,"crime, thriller, drama","Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus."
tm92249,Movie,Eraserhead,,,US,,1977,,89 min,"fantasy, horror, thriller","Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child."
tm91688,Movie,House,,,JP,,1977,,88 min,"fantasy, horror, comedy","Hoping to find a sense of connection to her late mother, Gorgeous takes a trip to the country to visit her aunt at their ancestral house. She invites her six friends, Prof, Melody, Mac, Fantasy, Kung Fu, and Sweet, to join her. The girls soon discover that there is more to the old house than meets the eye."
tm40187,Movie,North by Northwest,,,US,,1959,,136 min,thriller,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase."
ts15523,TV Show,The Flintstones,,,US,,1960,TV-G,6 Seasons,"family, animation, comedy","The misadventures of two modern-day Stone Age families, the Flintstones and the Rubbles."
ts22243,TV Show,Sesame Street,,,US,,1969,TV-Y,52 Seasons,"family, fantasy, music, animation, comedy","On a special inner city street, the inhabitants—human and muppet—teach preschoolers basic educational and social concepts using comedy, cartoons, games, and songs."
tm90293,Movie,The Searchers,,,US,,1956,,119 min,"western, drama","As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable."
ts20028,TV Show,The Jetsons,,,US,,1962,TV-G,3 Seasons,"animation, family, scifi, comedy","Meet George Jetson and his quirky family: wife Jane, son Elroy and daughter Judy. Living in the automated, push-button world of the future hasn't made life any easier for the harried husband and father, who gets into one comical misadventure after another!"
tm155267,Movie,Solaris,,,SU,,1972,PG,167 min,"drama, scifi",A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.
tm73092,Movie,Breaking Away,,,US,,1979,PG,100 min,"drama, comedy, sport, romance","Dave, nineteen, has just graduated high school, with his 3 friends, The comical Cyril, the warm hearted but short-tempered Moocher, and the athletic, spiteful but good-hearted Mike. Now, Dave enjoys racing bikes and hopes to race the Italians one day, and even takes up the Italian culture, much to his friends and parents annoyance."
tm14873,Movie,Dirty Harry,,,US,,1971,R,102 min,"thriller, crime, action","When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself."
tm19053,Movie,On the Waterfront,,,US,,1954,,108 min,"drama, thriller, crime","Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers."
tm189614,Movie,The Last Detail,,,US,,1973,R,104 min,"comedy, drama","Two Navy men are ordered to bring a young offender to prison, but decide to show him one last good time along the way."
tm153272,Movie,"What's Up, Doc?",,,US,,1972,G,93 min,comedy,The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.
tm12025,Movie,Chitty Chitty Bang Bang,,,GB,,1968,G,144 min,"fantasy, family","A hapless inventor finally finds success with a flying car, which a dictator from a foreign government sets out to take for himself."
tm93644,Movie,The Outlaw Josey Wales,,,US,,1976,PG,135 min,western,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected."
tm72895,Movie,The Wild Bunch,,,US,,1969,R,145 min,"western, action","Aging outlaw Pike Bishop prepares to retire after one final robbery. Joined by his gang, Dutch Engstrom and brothers Lyle and Tector Gorch, Bishop discovers the heist is a setup orchestrated in part by a former partner, Deke Thornton. As the remaining gang takes refuge in Mexican territory, Thornton trails them—resulting in fierce gunfights with plenty of casualties."
tm99628,Movie,Five Easy Pieces,,,US,,1970,R,98 min,drama,"A drop-out from upper-class America picks up work along the way on oil-rigs when his life isn't spent in a squalid succession of bars, motels, and other points of interest."
tm32149,Movie,High and Low,,,JP,,1963,,143 min,"thriller, crime, drama",An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.
tm120964,Movie,In the Heat of the Night,,,US,,1967,PG-13,109 min,"thriller, crime, drama",An African American detective is asked to investigate a murder in a racist southern town.
tm12694,Movie,Superman,,,"GB, US",,1978,PG,143 min,"action, drama, romance, scifi, family","Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world."
tm41864,Movie,Yojimbo,,,JP,,1961,,110 min,"thriller, crime, comedy, action, drama, european","A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men."
tm92635,Movie,Logan's Run,,,US,,1976,PG,119 min,"action, scifi","In the 23rd century, inhabitants of a domed city freely experience all of life's pleasures- but no one is allowed to live past 30. Citizens can try for a chance at being 'renewed' in a civic ceremony on their 30th birthday. Escape is the only other option."
tm102938,Movie,M*A*S*H,,,US,,1970,R,116 min,"comedy, drama, war",The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.
tm14146,Movie,Get Carter,,,GB,,1971,R,112 min,"thriller, action, crime","Jack Carter is a small-time hood working in London. When word reaches him of his brother's death, he travels to Newcastle to attend the funeral. Refusing to accept the police report of suicide, Carter seeks out his brother’s friends and acquaintances to learn who murdered his sibling and why."
tm37446,Movie,Rio Bravo,,,US,,1959,,141 min,"western, drama, action","The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach."
tm79269,Movie,The Brood,,,CA,,1979,R,92 min,"scifi, horror","A man tries to uncover an unconventional psychologist's therapy techniques on his institutionalized wife, while a series of brutal attacks committed by a brood of mutant children coincides with the husband's investigation."
tm96076,Movie,Giant,,,US,,1956,,201 min,"drama, western, european","Wealthy rancher Bick Benedict and dirt-poor cowboy Jett Rink both woo Leslie Lynnton, a beautiful young woman from Maryland who is new to Texas. She marries Benedict, but she is shocked by the racial bigotry of the White Texans against the local people of Mexican descent. Rink discovers oil on a small plot of land, and while he uses his vast, new wealth to buy all the land surrounding the Benedict ranch, the Benedict's disagreement over prejudice fuels conflict that runs across generations."
tm97794,Movie,Saturday Night Fever,,,US,,1977,R,118 min,"drama, music",Tony spends his Saturdays at a disco where his stylish moves raise his popularity among the patrons. But his life outside the disco is not easy and things change when he gets attracted to Stephanie.
tm96652,Movie,The Long Good Friday,,,GB,,1980,R,114 min,"drama, thriller, crime","In the late 1970s, Cockney crime boss Harold Shand, a gangster trying to become a legitimate property mogul, has big plans to get the American Mafia to bankroll his transformation of a derelict area of London into the possible venue for a future Olympic Games. However, a series of bombings targets his empire on the very weekend the Americans are in town. Shand is convinced there is a traitor in his organization, and sets out to eliminate the rat in typically ruthless fashion."
tm121766,Movie,The Man Who Would Be King,,,"GB, US",,1975,PG,129 min,"drama, war, history","A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling."
tm189175,Movie,Fantastic Planet,,,"XC, FR",,1973,PG,72 min,"scifi, european, animation","On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin."
tm660,Movie,8½,,,"IT, FR",,1963,,138 min,"fantasy, european, drama","Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood."
tm11191,Movie,THX 1138,,,US,,1971,R,86 min,"scifi, thriller, drama",People in the future live in a totalitarian society. A technician named THX 1138 lives a mundane life between work and taking a controlled consumption of drugs that the government uses to make puppets out of people. As THX is without drugs for the first time he has feelings for a woman and they start a secret relationship.
tm13613,Movie,Watership Down,,,GB,,1978,PG,88 min,"animation, drama, thriller, family","When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven."
tm12881,Movie,Night of the Living Dead,,,US,,1968,,96 min,"thriller, horror",A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse.
tm68506,Movie,Persona,,,SE,,1966,,83 min,"drama, european, thriller","A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. The time they spend together only strengthens the crushing realization that one does not exist."
tm9997,Movie,What Ever Happened to Baby Jane?,,,US,,1962,,135 min,"drama, thriller, horror","Two aging film actresses live as virtual recluses in an old Hollywood mansion. Jane Hudson, a successful child star, cares for her crippled sister Blanche, whose career in later years eclipsed that of Jane. Now the two live together, their relationship affected by simmering subconscious thoughts of mutual envy, hate and revenge."
tm94637,Movie,Dressed to Kill,,,US,,1980,R,105 min,"thriller, crime, drama","When Liz Blake, a prostitute, sees a mysterious woman brutally slay homemaker Kate Miller, she finds herself trapped in a dangerous situation. While the police think Liz is the murderer, the real killer wants to silence the crime's only witness."
tm119281,Movie,Bonnie and Clyde,,,US,,1967,R,110 min,"drama, crime, action","In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks."
tm2159,Movie,A Streetcar Named Desire,,,US,,1951,PG,125 min,"drama, european",Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.
tm121175,Movie,Le Samouraï,,,"FR, IT",,1967,PG,105 min,"crime, thriller, european, drama","In a career-defining performance, Alain Delon plays Jef Costello, a contract killer with samurai instincts. After carrying out a flawlessly planned hit, Jef finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him. An elegantly stylized masterpiece of cool by maverick director Jean‑Pierre Melville, Le samouraï is a razor-sharp cocktail of 1940s American gangster cinema and 1960s French pop culture—with a liberal dose of Japanese lone-warrior mythology."
tm120801,Movie,The Dirty Dozen,,,"US, GB",,1967,,145 min,"action, war","12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences."
tm89382,Movie,High Anxiety,,,US,,1977,PG,94 min,"comedy, thriller","A psychiatrist with intense acrophobia (fear of heights) goes to work for a mental institution run by doctors who appear to be crazier than their patients, and have secrets that they are willing to commit murder to keep."
tm73791,Movie,The Battle of Algiers,,,"IT, DZ",,1966,,90 min,"drama, european, war",Tracing the struggle of the Algerian Front de Liberation Nationale to gain freedom from French colonial rule as seen through the eyes of Ali from his start as a petty thief to his rise to prominence in the organisation and capture by the French in 1957. The film traces the rebels' struggle and the increasingly extreme measures taken by the French government to quell the revolt.
tm125870,Movie,Grey Gardens,,,US,,1976,PG,95 min,"documentation, drama, comedy","Edie Bouvier Beale and her mother, Edith, two aging, eccentric relatives of Jackie Kennedy Onassis, are the sole inhabitants of a Long Island estate. The women reveal themselves to be misfits with outsized, engaging personalities. Much of the conversation is centered on their pasts, as mother and daughter now rarely leave home."
tm102441,Movie,Tokyo Story,,,JP,,1953,,136 min,drama,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company."
tm19269,Movie,Seven Brides for Seven Brothers,,,US,,1954,G,103 min,"western, comedy, drama, romance","In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too."
tm120889,Movie,The Seventh Seal,,,SE,,1957,,96 min,"fantasy, european, thriller, drama, history","When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives."
tm51473,Movie,Breathless,,,FR,,1960,,90 min,"drama, european, crime","A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him."
tm114183,Movie,Rebel Without a Cause,,,US,,1955,PG-13,111 min,drama,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin."
tm156809,Movie,The Getaway,,,US,,1972,PG,123 min,"thriller, crime, action",A recently released ex-convict and his loyal wife go on the run after a heist goes wrong.
tm1398,Movie,A Bridge Too Far,,,"US, GB",,1977,PG,175 min,"drama, history, war","Operation Market Garden, September 1944. The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines."
tm65430,Movie,Ikiru,,,JP,,1952,,143 min,drama,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life."
tm38826,Movie,The 400 Blows,,,FR,,1959,,99 min,"drama, european, crime","For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures."
tm119925,Movie,Throne of Blood,,,JP,,1957,,108 min,"drama, history","Returning to their lord's castle, samurai warriors Washizu and Miki are waylaid by a spirit who predicts their futures. When the first part of the spirit's prophecy comes true, Washizu's scheming wife, Asaji, presses him to speed up the rest of the spirit's prophecy by murdering his lord and usurping his place. Director Akira Kurosawa's resetting of William Shakespeare's ""Macbeth"" in feudal Japan is one of his most acclaimed films."
tm188330,Movie,A Hard Day's Night,,,GB,,1964,G,88 min,"comedy, documentation, music","Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest."
